OBJECTID,Base BBL,BIN,Construction Year,DOITT ID,Feature Code,Geometry Source,Ground Elevation,Height Roof,LAST_EDITED_DATE,LAST_STATUS_TYPE,Map Pluto BBL,Name,Area,Length,Lease_Category
302846,2030840001,2012406,1922.0,412969,2100,Photogrammetric,104.0,51.99036078,8/22/2017 6:55:40 PM,Constructed,2030840001,,1744.65625,198.419504592942,LEASED
302938,3006120250,3395744,1960.0,635565,2100,Photogrammetric,8.0,29.18,7/10/2014 12:00:00 AM,Constructed,3006120250,,17132.40234375,716.622629078243,LEASED
304593,2030130001,2101787,1924.0,592109,2100,Photogrammetric,36.0,20.79,2/14/2009 12:00:00 AM,Constructed,2030130001,,1060.96484375,151.713785133844,LEASED
305801,3044520040,3098295,1973.0,83691,5110,Photogrammetric,16.0,36.56,8/22/2017 3:36:16 PM,Constructed,3044520040,,5863.1015625,317.555193779764,LEASED
307368,3027340027,3400141,1928.0,1072527,2100,Photogrammetric,16.0,37.5,8/22/2017 3:20:20 PM,Constructed,3027340027,,203.7734375,60.9707638045758,LEASED
308030,4005420008,4439577,1924.0,813988,2100,Photogrammetric,35.0,63.30977933,2/14/2009 12:00:00 AM,Constructed,4005420008,,1408.0234375,208.673753447386,LEASED
310211,2051410810,2116659,1988.0,1080602,2100,Photogrammetric,15.0,15.45249999,7/17/2014 12:00:00 AM,Constructed,2051410810,,234.9296875,63.1492636131196,LEASED
310766,4043630100,4540190,1988.0,487846,2100,Photogrammetric,11.0,64.92154774,8/22/2017 6:55:41 PM,Constructed,4043630100,,4195.6953125,268.019933650047,LEASED
311665,1019310027,1058660,1900.0,770080,2100,Photogrammetric,26.0,43.09,8/22/2017 5:35:51 PM,Constructed,1019310027,,2105.02734375,238.823808579575,LEASED
311667,3001730001,3000573,1949.0,362258,2100,Photogrammetric,42.0,35.67404645,8/22/2017 3:59:11 PM,Constructed,3001730001,,1765.84375,183.990329405673,LEASED
313917,4163300060,4540275,1900.0,24721,2100,Photogrammetric,8.0,35.67205808,9/19/2013 12:00:00 AM,Constructed,4163300060,,270.421875,75.771800155488,LEASED
314985,2032930008,2016777,1955.0,620913,2100,Photogrammetric,98.0,43.27,8/22/2017 6:55:13 PM,Constructed,2032930008,,1984.15234375,232.930470822857,LEASED
315721,3041400013,3092631,1972.0,55082,2100,Photogrammetric,40.0,26.12,8/22/2017 3:20:11 PM,Constructed,3041400013,,1608.08203125,172.853085255597,LEASED
319675,2037360001,2023714,1972.0,519955,2100,Photogrammetric,16.0,26.05,8/22/2017 6:36:31 PM,Constructed,2037360001,,1665.0390625,163.300216051912,LEASED
321921,3085910075,3397791,1930.0,687852,2100,Photogrammetric,11.0,45.69648571,6/20/2014 12:00:00 AM,Constructed,3085910075,,5151.66015625,310.684569817067,LEASED
324714,4097640001,4565239,1931.0,440499,2100,Photogrammetric,54.0,74.18,6/20/2014 12:00:00 AM,Constructed,4097640001,,1760.79296875,196.673973756193,LEASED
330441,4163300060,4540287,1900.0,711275,2100,Photogrammetric,9.0,15.21683204,9/19/2013 12:00:00 AM,Constructed,4163300060,,77.1171875,35.1341577368901,LEASED
330530,4061850001,4438249,1981.0,246724,2100,Photogrammetric,48.0,25.83,8/22/2017 6:55:13 PM,Constructed,4061850001,,741.2109375,112.721179985211,LEASED
332765,3085910075,3397805,1930.0,1027780,2100,Photogrammetric,10.0,15.85086382,6/20/2014 12:00:00 AM,Constructed,3085910075,,246.33984375,67.5050177939718,LEASED
337174,3045950015,3323072,1976.0,384323,2100,Photogrammetric,43.0,40.58,8/22/2017 3:25:23 PM,Constructed,3045950015,,9328.7421875,492.853175082808,LEASED
338878,4002140240,4461879,1925.0,170435,2100,Photogrammetric,20.0,40.15,8/22/2017 6:54:56 PM,Constructed,4002140240,,1112.42578125,142.112273983457,LEASED
339080,3007470001,3332015,1904.0,608903,2100,Photogrammetric,77.0,30.85,2/14/2009 12:00:00 AM,Constructed,3007470001,,889.9609375,170.004476479344,LEASED
339986,3012400056,3031515,1960.0,446415,2100,Photogrammetric,99.0,30.89,8/22/2017 3:30:34 PM,Constructed,3012400056,,2389.2890625,195.707408707538,LEASED
341487,1000370023,1000874,1982.0,514330,2100,Photogrammetric,6.0,596.36,8/22/2017 6:02:11 PM,Constructed,1000370023,,5447.59375,285.564033204943,LEASED
345453,4001580025,4436667,1951.0,60484,2100,Photogrammetric,65.0,32.75,8/22/2017 7:16:52 PM,Constructed,4001580025,,1087.80078125,179.333724471389,LEASED
345489,1017750033,1054497,1974.0,428741,2100,Photogrammetric,15.0,59.07582615,8/22/2017 6:36:16 PM,Constructed,1017750033,,3430.875,311.071983659489,LEASED
345648,4022940026,4549466,1928.0,111396,5110,Photogrammetric,69.0,15.59,8/17/2017 5:05:18 PM,Constructed,4022940026,,97.4453125,39.4967885884504,LEASED
346215,5032710083,5048092,1950.0,375637,2100,Photogrammetric,72.0,21.55,8/22/2017 5:47:46 PM,Constructed,5032710083,,305.44921875,72.3764734022698,LEASED
346582,4040310001,4437948,1942.0,247004,2100,Photogrammetric,11.0,27.1,7/21/2014 12:00:00 AM,Constructed,4040310001,,1307.609375,156.073976921898,LEASED
346915,2053510019,2073615,1940.0,317251,2100,Photogrammetric,47.0,11.77735192,8/22/2017 6:36:15 PM,Constructed,2053510019,,534.9453125,93.3174111454514,LEASED
347054,3020470011,3058187,1996.0,942457,2100,Photogrammetric,31.0,131.48794913,8/22/2017 3:52:51 PM,Constructed,3020470011,,6591.875,363.031374702736,MIXED
349294,4027730092,4062149,1960.0,739475,2100,Photogrammetric,104.0,14.61,8/22/2017 7:16:29 PM,Constructed,4027730092,,498.5546875,110.16249515177,LEASED
349501,2028980001,2094561,1930.0,1221479,2100,Photogrammetric,32.0,17.47695647,8/22/2017 6:01:58 PM,Constructed,2028980001,,233.7421875,65.1182393569446,LEASED
350313,4036380065,4088373,1931.0,80681,2100,Photogrammetric,78.0,28.89,8/22/2017 6:18:27 PM,Constructed,4036380065,,243.1953125,69.464298638137,LEASED
353279,3057780001,3397276,1931.0,1026135,2100,Photogrammetric,22.0,13.19,7/14/2014 12:00:00 AM,Constructed,3057780001,,234.21875,67.8001815512357,MIXED
354539,4004700100,4433382,1939.0,486558,2100,Photogrammetric,15.0,58.36,8/22/2017 6:18:25 PM,Constructed,4004700100,,606.9765625,122.173548052689,MIXED
355719,4163300060,4540274,1900.0,222619,2100,Photogrammetric,9.0,26.94704223,9/19/2013 12:00:00 AM,Constructed,4163300060,,623.03125,110.944187096294,LEASED
356479,3001600007,3329441,1920.0,421903,2100,Photogrammetric,41.0,104.01171431,8/22/2017 3:20:01 PM,Constructed,3001600007,,2999.04296875,273.262949362061,LEASED
357542,4163300060,4540262,1900.0,427839,2100,Photogrammetric,9.0,10.81503244,9/19/2013 12:00:00 AM,Constructed,4163300060,,183.06640625,70.3414831520496,LEASED
360673,3012960001,3034153,1925.0,701540,2100,Photogrammetric,95.0,43.9,8/22/2017 3:20:02 PM,Constructed,3012960001,,424.421875,100.454495948102,LEASED
360907,3085910075,3397806,1930.0,764107,2100,Photogrammetric,8.0,14.36280699,6/20/2014 12:00:00 AM,Constructed,3085910075,,156.12890625,53.8651119772992,LEASED
364200,4010800001,4439090,1954.0,199557,2100,Photogrammetric,26.0,17.25,2/14/2009 12:00:00 AM,Constructed,4010800001,,849.8671875,116.655940925759,LEASED
364653,1019570200,1084083,1979.0,15434,2100,Photogrammetric,140.0,66.34,8/22/2017 5:47:34 PM,Constructed,1019570200,,3466.046875,399.28171425004,LEASED
366788,2051410100,2097467,1969.0,217087,5110,Photogrammetric,14.0,50.00881773,8/22/2017 7:15:50 PM,Constructed,2051410100,Garage G-5,9646.296875,395.05300895184,LEASED
366964,4163300060,4540246,1900.0,179928,2100,Photogrammetric,9.0,14.58693906,9/19/2013 12:00:00 AM,Constructed,4163300060,,286.91796875,69.0864413487999,LEASED
370852,3085910075,3397782,1930.0,32052,2100,Photogrammetric,14.0,25.30044684,8/22/2017 3:46:44 PM,Constructed,3085910075,,1328.8203125,167.413079031622,LEASED
373591,1019860065,1059727,1927.0,724911,2100,Photogrammetric,64.0,95.33,8/22/2017 5:34:42 PM,Constructed,1019860065,,4883.71875,286.158005154582,LEASED
374907,4005420008,4439576,1924.0,795221,2100,Photogrammetric,43.0,48.55,8/22/2017 7:15:50 PM,Constructed,4005420008,,1067.75,157.237451301575,LEASED
385307,1017720031,1054433,1925.0,476059,2100,Photogrammetric,15.0,42.55757613,8/22/2017 6:53:57 PM,Constructed,1017720031,,1206.14453125,140.405790904851,LEASED
385754,3005750003,3398190,2000.0,937932,2100,Photogrammetric,9.0,62.11,8/22/2017 3:58:36 PM,Constructed,3005750003,,1341.41015625,161.951555154886,LEASED
386395,3085910075,3397778,1930.0,1096175,2100,Photogrammetric,14.0,16.13881132,6/20/2014 12:00:00 AM,Constructed,3085910075,,663.265625,103.123167638634,LEASED
387690,4005420008,4439578,1924.0,196856,2100,Photogrammetric,43.0,43.02,8/22/2017 6:17:38 PM,Constructed,4005420008,,292.97265625,71.0404114719375,LEASED
389696,2027650177,2006621,1968.0,656036,2100,Photogrammetric,33.0,18.13,8/22/2017 5:34:45 PM,Constructed,2027650177,,7200.4609375,442.641391349641,LEASED
389738,2031860049,2014062,1927.0,711835,2100,Photogrammetric,104.0,50.44696511,8/22/2017 6:01:29 PM,Constructed,2031860049,,2550.078125,215.491320938849,LEASED
389954,3001580001,3000452,1920.0,410039,2100,Photogrammetric,44.0,83.64786221,8/22/2017 3:52:40 PM,Constructed,3001580001,,6130.5859375,368.059866150716,LEASED
391626,4163300060,4540289,1900.0,398578,2100,Photogrammetric,9.0,21.88290778,9/19/2013 12:00:00 AM,Constructed,4163300060,,245.12890625,65.467911676815,LEASED
392531,4043920025,4308653,1984.0,302360,2100,Photogrammetric,16.0,26.5,8/22/2017 5:46:59 PM,Constructed,4043920025,,3226.296875,250.822237683598,LEASED
