OBJECTID,Base BBL,BIN,Construction Year,DOITT ID,Feature Code,Geometry Source,Ground Elevation,Height Roof,LAST_EDITED_DATE,LAST_STATUS_TYPE,Map Pluto BBL,Name,Area,Length,Lease_Category
17,3044810059,3324201,1930.0,685902,2100,Photogrammetric,12.0,31.5184499,8/22/2017 3:47:26 PM,Constructed,3044810059,,133.44921875,48.7205097022183,OWNED
52,2027810500,2117853,1973.0,813985,2100,Photogrammetric,11.0,10.54654743,7/16/2014 12:00:00 AM,Constructed,2027810500,,132.05078125,48.6613073017653,OWNED
66,3017190001,3325583,1958.0,393051,2100,Photogrammetric,12.0,65.16,8/22/2017 3:20:29 PM,Constructed,3017190001,,935.765625,219.581964607314,OWNED
319,2043360001,2115607,1984.0,179266,2100,Photogrammetric,66.0,19.94927443,9/30/2016 12:00:00 AM,Constructed,2043360001,,643.875,103.585662700357,OWNED
377,4110410030,4237688,1930.0,750794,2100,Photogrammetric,53.0,27.19017876,8/22/2017 7:38:05 PM,Constructed,4110410030,,124.12890625,50.2312493185241,OWNED
589,2045810001,2093494,1949.0,584244,2100,Photogrammetric,72.0,71.08,8/22/2017 7:38:05 PM,Constructed,2045810001,,1112.45703125,196.229976061422,OWNED
610,3005380001,3332220,1940.0,348496,2100,Other (Manual),10.0,56.0,8/22/2017 3:58:15 PM,Constructed,3005380001,,2026.41015625,438.540959267444,OWNED
623,4055800001,4583304,1936.0,587126,2100,Photogrammetric,72.0,19.19,10/7/2013 12:00:00 AM,Constructed,4055800001,,133.2421875,46.185762979217,OWNED
653,3071400016,3322195,1956.0,233296,2100,Photogrammetric,20.0,80.46,8/22/2017 3:47:26 PM,Constructed,3071400016,,1089.7890625,204.849721152207,OWNED
890,2056500001,2118101,1935.0,545843,5110,Photogrammetric,8.0,13.89,8/17/2017 5:06:05 PM,Constructed,2056500001,,57.51171875,31.5814936660922,OWNED
917,4020180001,4541455,2001.0,1075275,2100,Photogrammetric,23.0,14.75,12/12/2023 9:46:51 PM,Constructed,4020180001,FMCP-Carousel Loop Public Restroom,144.23828125,50.4178996154295,OWNED
920,3074080001,3345789,1951.0,677004,2100,Photogrammetric,10.0,56.78947884,8/22/2017 3:36:27 PM,Constructed,3074080001,,1618.4140625,308.141964014872,OWNED
1076,3013730043,3036566,1917.0,820486,2100,Photogrammetric,101.0,45.5593163,8/22/2017 3:36:24 PM,Constructed,3013730043,,687.95703125,130.92430862051,OWNED
1087,3081740001,3321408,1951.0,18538,2100,Photogrammetric,12.0,68.39439385,8/22/2017 3:59:12 PM,Constructed,3081740001,,1421.23828125,269.77437660627,OWNED
1158,4067920030,4455414,1952.0,569579,2100,Photogrammetric,82.0,82.13,8/22/2017 5:35:52 PM,Constructed,4067920030,,1523.21875,297.625854641525,OWNED
1389,5037050001,5144600,1968.0,931292,2100,Photogrammetric,10.0,11.81,12/13/2023 9:38:39 PM,Constructed,5037050001,Dongan Playground Public Restroom,82.75,36.3868807926861,OWNED
1472,3023910001,3379756,1934.0,923548,2100,Other (Manual),45.0,21.68407321,12/11/2023 6:50:17 PM,Alteration,3023910001,William Sheridan Playground Public Restroom,165.15234375,53.5208683564667,OWNED
1762,2045520010,2111187,1931.0,951263,2100,Photogrammetric,135.0,11.28,8/22/2017 7:37:39 PM,Constructed,2045520010,,1472.5390625,164.207537068126,OWNED
1775,2043330001,2128303,1936.0,1239135,5110,Photogrammetric,58.0,10.93944377,8/17/2017 4:38:57 PM,Constructed,2043330001,,40.10546875,26.9030274174713,OWNED
1987,3070470014,3321764,1968.0,198690,2100,Photogrammetric,9.0,140.11,8/22/2017 3:25:34 PM,Constructed,3070470014,,821.6328125,127.23359629746,OWNED
2103,3037690030,3084284,1973.0,709881,2100,Photogrammetric,37.0,57.7,8/22/2017 3:59:11 PM,Constructed,3037690030,,1412.83203125,196.703122502572,OWNED
2331,2029390045,2009865,1921.0,484278,2100,Photogrammetric,93.0,86.30603719,8/22/2017 6:37:00 PM,Constructed,2029390045,,2664.94921875,304.040469356765,OWNED
2453,1003440010,1087345,2001.0,990340,2100,Photogrammetric,22.0,76.62,8/22/2017 6:55:54 PM,Constructed,1003440010,,583.84765625,105.899033633541,OWNED
2906,3018900026,3414468,1942.0,1191696,2100,Other (Manual),39.0,14.56246852,12/11/2023 8:55:45 PM,Alteration,3018900026,Washington Hall Park Public Restroom,67.62890625,32.8958823801975,OWNED
2990,2056500001,2118098,1935.0,537356,2100,Photogrammetric,16.0,16.0,7/24/2013 12:00:00 AM,Constructed,2056500001,,154.62109375,62.4165164717203,OWNED
3077,1017570020,1081123,1947.0,336347,2100,Photogrammetric,13.0,59.43,8/22/2017 6:36:59 PM,Constructed,1017570020,,1104.53125,206.850469069688,OWNED
3585,3018080170,3050924,1980.0,729717,2100,Photogrammetric,53.0,38.43,8/22/2017 3:20:21 PM,Constructed,3018080170,,130.04296875,48.3366086121181,OWNED
3654,4067890001,4523931,1954.0,922479,2100,Photogrammetric,62.0,15.1,12/13/2023 4:39:47 PM,Constructed,4067890001,Emerald Playground Public Restroom,67.5859375,32.8833974005303,OWNED
3727,3044810004,3324196,1930.0,91077,2100,Photogrammetric,12.0,31.46,8/22/2017 3:25:34 PM,Constructed,3044810004,,131.30859375,47.9427221656443,OWNED
4098,2025140056,2003268,1978.0,603059,2100,Photogrammetric,87.0,21.225723,8/22/2017 6:36:59 PM,Constructed,2025140056,,1091.13671875,153.523131342069,OWNED
4173,1017360025,1053932,1938.0,71664,2100,Photogrammetric,11.0,65.17,8/22/2017 6:55:53 PM,Constructed,1017360025,,386.9375,102.428167451012,OWNED
4178,1003720014,1004357,1975.0,185378,2100,Photogrammetric,12.0,73.21,8/22/2017 5:48:31 PM,Constructed,1003720014,,702.49609375,117.721579916702,OWNED
4295,2043360001,2115603,1984.0,1256978,5110,Other (Manual),63.0,24.0,8/17/2017 5:19:58 PM,Constructed,2043360001,,121.65234375,44.1230616007056,OWNED
4297,2033530040,2098420,2011.0,1257072,2100,Other (Manual),111.0,78.0,8/22/2017 6:40:20 PM,Constructed,2033530040,,4975.1953125,327.847688162447,OWNED
4349,2057130123,2119474,2009.0,1109551,2100,Other (Manual),8.0,30.0,8/22/2017 7:23:16 PM,Constructed,2057130123,,1096.5546875,141.600057337831,OWNED
4365,1009910060,1083709,1973.0,643362,2100,Photogrammetric,7.0,355.58,8/22/2017 7:37:13 PM,Constructed,1009910060,,1737.0859375,222.407955941782,OWNED
4433,1021110006,1062631,1904.0,795659,2100,Photogrammetric,152.0,60.08900155,8/22/2017 6:02:32 PM,Constructed,1021110006,,292.94921875,92.5645352333531,OWNED
4438,2037300001,2092807,1953.0,264814,2100,Photogrammetric,18.0,66.34,8/22/2017 6:36:33 PM,Constructed,2037300001,,1031.29296875,201.182557214384,OWNED
4481,1016490001,1083461,1954.0,469607,2100,Photogrammetric,14.0,139.50154221,8/22/2017 6:36:33 PM,Constructed,1016490001,,1109.74609375,187.116040808225,OWNED
4542,1017680021,1074329,1960.0,393752,2100,Photogrammetric,16.0,32.62998316,8/22/2017 5:48:09 PM,Constructed,1017680021,,2042.25,195.723878881166,OWNED
4543,1022120001,1082036,1951.0,638774,2100,Photogrammetric,21.0,41.74,8/22/2017 6:19:11 PM,Constructed,1022120001,,6420.55078125,320.515098260083,OWNED
5268,3048120001,3397943,1991.0,1051880,2100,Photogrammetric,36.0,54.13197047,8/22/2017 3:47:17 PM,Constructed,3048120001,,3045.6875,330.238698104637,OWNED
5284,3074470001,3204767,1958.0,293411,2100,Photogrammetric,10.0,39.57445422,8/22/2017 3:41:43 PM,Constructed,3074470001,,6042.40234375,451.799721633368,OWNED
5480,1020070045,1060039,1910.0,103661,2100,Photogrammetric,24.0,55.73,8/22/2017 7:18:08 PM,Constructed,1020070045,,292.90625,97.8345015749955,OWNED
5526,3081660033,3229407,1940.0,7106,2100,Photogrammetric,20.0,34.01,8/22/2017 3:30:43 PM,Constructed,3081660033,,687.8828125,107.864884240061,OWNED
5611,2043360001,2115610,1984.0,778316,2100,Photogrammetric,80.0,32.56,9/30/2016 12:00:00 AM,Constructed,2043360001,,735.81640625,120.10459184629,OWNED
5885,2049050003,2094178,1951.0,601272,2100,Photogrammetric,121.0,23.4,4/10/2023 3:00:16 PM,Constructed,2049050003,,2375.1328125,292.708986366727,OWNED
6181,5000710001,5001761,1971.0,761734,2100,Photogrammetric,59.0,58.12,8/22/2017 5:48:18 PM,Constructed,5000710001,,2100.05078125,278.000979518192,OWNED
6345,2031200020,2123889,1905.0,925752,2100,Photogrammetric,70.0,22.07564836,7/17/2014 12:00:00 AM,Constructed,2031200020,Pheasant Aviary,1287.87890625,209.526422360286,OWNED
6472,2049050003,2094177,1951.0,107664,2100,Photogrammetric,139.0,31.04848303,4/10/2023 3:00:16 PM,Constructed,2049050003,,1290.98046875,283.503301601677,OWNED
6653,2031200020,2128248,1905.0,1192926,5110,Photogrammetric,81.0,12.49,8/17/2017 4:25:09 PM,Constructed,2031200020,,70.30859375,38.817196474539,OWNED
6881,2028950001,2112990,1963.0,990077,5110,Photogrammetric,31.0,23.35,8/17/2017 4:19:58 PM,Constructed,2028950001,,388.00390625,84.690512567991,OWNED
6963,1002580001,1083387,1955.0,21178,2100,Photogrammetric,21.0,142.14,8/22/2017 6:55:39 PM,Constructed,1002580001,,1047.87109375,185.817028429047,OWNED
6964,1003780017,1084876,1994.0,965723,2100,Photogrammetric,10.0,36.8,8/22/2017 6:55:39 PM,Constructed,1003780017,,1770.1796875,270.269132477993,OWNED
7172,3020230001,3396651,1958.0,1115556,2100,Photogrammetric,10.0,23.4513812,1/1/2012 12:00:00 AM,Constructed,3020230001,,942.8046875,122.968974823444,OWNED
7262,4015000002,4543852,1949.0,416891,2100,Photogrammetric,68.0,14.67,7/18/2014 12:00:00 AM,Constructed,4015000002,,136.35546875,51.2844573642208,OWNED
7283,3037940001,3328131,1948.0,276357,2100,Photogrammetric,34.0,139.73,8/22/2017 3:25:32 PM,Constructed,3037940001,,1123.5390625,206.505187499703,OWNED
7295,3020230001,3335159,1958.0,1004121,2100,Photogrammetric,8.0,14.72267376,2/14/2009 12:00:00 AM,Constructed,3020230001,,90.87109375,43.7687592122083,OWNED
7509,2043580001,2050179,1939.0,348646,2100,Photogrammetric,93.0,94.57503591,8/22/2017 6:36:44 PM,Constructed,2043580001,,9540.67578125,784.436143370076,OWNED
7538,2043330001,2128302,1936.0,1195759,5110,Photogrammetric,54.0,10.34589356,8/17/2017 4:31:28 PM,Constructed,2043330001,,55.02734375,37.6443678825688,OWNED
7606,5009390500,5023377,1931.0,176727,2100,Photogrammetric,133.0,29.55,8/22/2017 5:35:34 PM,Constructed,5009390500,,177.66015625,54.0652881083323,OWNED
7636,3069430030,3417048,1960.0,1194337,5110,Photogrammetric,11.0,13.57579234,8/17/2017 5:05:41 PM,Constructed,3069430030,,54.40234375,29.5071351102853,OWNED
7724,1007420007,1013096,1931.0,533270,2100,Photogrammetric,17.0,167.09,8/22/2017 5:48:09 PM,Constructed,1007420007,,5828.9453125,546.37189120253,OWNED
7905,4007380050,4431004,1949.0,252580,2100,Photogrammetric,44.0,58.1,8/22/2017 5:48:09 PM,Constructed,4007380050,,1524.8359375,337.549176970893,OWNED
8028,2023990010,2088143,1973.0,441616,2100,Photogrammetric,41.0,98.45,8/22/2017 5:48:18 PM,Constructed,2023990010,,1462.1171875,223.023763181983,OWNED
8265,1021210051,1062903,1900.0,837322,2100,Photogrammetric,155.0,58.51687336,8/22/2017 7:17:33 PM,Constructed,1021210051,,398.640625,98.279168955532,OWNED
8268,1012040021,1081768,1910.0,13151,2100,Photogrammetric,118.0,59.12001187,8/22/2017 6:02:32 PM,Constructed,1012040021,,175.66015625,67.2301450682519,OWNED
8358,2038860002,2092906,1952.0,486047,2100,Photogrammetric,31.0,123.68,8/22/2017 6:19:12 PM,Constructed,2038860002,,2041.31640625,222.071395678338,OWNED
8412,5071620100,5110910,1960.0,678395,2100,Photogrammetric,33.0,17.09,8/22/2017 5:48:18 PM,Constructed,5071620100,,131.45703125,46.1290148804542,OWNED
8487,2031200020,2123913,1905.0,929645,5110,Photogrammetric,38.0,19.56,8/17/2017 4:24:56 PM,Constructed,2031200020,,140.96484375,49.8761518384073,OWNED
8624,5003140070,5106734,1935.0,299040,2100,Photogrammetric,164.0,19.82,8/22/2017 7:16:11 PM,Constructed,5003140070,,924.125,176.536061438758,OWNED
8794,2033250005,2017718,1906.0,226824,2100,Photogrammetric,72.0,84.95,5/26/2022 5:18:59 PM,Constructed,2033250005,,1068.71484375,143.420089929552,OWNED
8827,1003560001,1078055,1950.0,139254,2100,Photogrammetric,12.0,122.2,8/22/2017 6:54:17 PM,Constructed,1003560001,,1211.32421875,243.167755940613,OWNED
8914,5035320500,5109567,1960.0,253310,2100,Photogrammetric,37.0,56.46171582,8/22/2017 6:01:41 PM,Constructed,5035320500,,1332.71875,244.55004383529,OWNED
9217,2028950001,2092076,1963.0,582410,2100,Photogrammetric,32.0,182.08,8/22/2017 5:34:52 PM,Constructed,2028950001,,2500.328125,369.649017716195,OWNED
9395,2059000050,2123687,1943.0,535968,2100,Photogrammetric,243.0,14.38393952,7/18/2014 12:00:00 AM,Constructed,2059000050,,222.53125,61.8050175407264,OWNED
9432,3015520043,3042263,1908.0,692931,2100,Photogrammetric,89.0,78.77289529,8/22/2017 3:19:54 PM,Constructed,3015520043,,2049.22265625,244.918850949351,OWNED
9558,4074100001,4159363,1936.0,744587,2100,Photogrammetric,55.0,49.31,8/22/2017 5:35:34 PM,Constructed,4074100001,,3432.6953125,382.123726188232,OWNED
9773,5036450007,5052791,1931.0,172987,2100,Photogrammetric,19.0,51.32562877,8/22/2017 7:36:17 PM,Constructed,5036450007,,3470.8203125,380.022011514839,OWNED
9805,1022150116,1082780,1951.0,792205,2100,Photogrammetric,14.0,140.62278856,8/22/2017 6:54:17 PM,Constructed,1022150116,,1465.19921875,228.827507819392,OWNED
9806,1019330001,1081509,1953.0,371007,2100,Photogrammetric,29.0,139.45,8/22/2017 5:34:52 PM,Constructed,1019330001,,1084.35546875,217.798110759947,OWNED
9841,3050490028,3422200,1956.0,1188294,5110,Photogrammetric,59.0,14.06538203,12/11/2023 9:23:25 PM,Constructed,3050490028,Winthrop Playground Public Restroom,68.8046875,33.1791971392367,OWNED
9929,5019550225,5107261,1931.0,325522,2100,Photogrammetric,241.0,14.57,12/7/2018 6:34:45 PM,Constructed,5019550225,,137.00390625,47.3463850232805,OWNED
10030,4111130036,4585245,1925.0,1196814,5110,Photogrammetric,68.0,10.89,8/17/2017 5:17:06 PM,Constructed,4111130036,,43.2734375,26.7170451977588,OWNED
10035,3083290225,3331443,1950.0,198371,2100,Photogrammetric,12.0,75.51,8/22/2017 3:47:14 PM,Constructed,3083290225,,1302.234375,212.598825044033,OWNED
10246,3013440001,3324598,1950.0,517549,2100,Photogrammetric,93.0,57.53,8/22/2017 3:36:15 PM,Constructed,3013440001,,1650.21484375,345.604141482977,OWNED
10500,3083880002,3236496,1963.0,333411,2100,Photogrammetric,8.0,44.38,8/22/2017 3:25:32 PM,Constructed,3083880002,,8453.56640625,483.144808829299,OWNED
11238,3047420001,3104598,1929.0,903119,2100,Photogrammetric,21.0,69.14017927,8/22/2017 3:41:21 PM,Constructed,3047420001,,14071.83203125,1056.21944049415,OWNED
11508,1018290050,1055179,1910.0,460660,2100,Photogrammetric,37.0,63.12,8/22/2017 6:17:55 PM,Constructed,1018290050,,289.40625,92.9634099226044,OWNED
11526,4001290030,4550183,1930.0,1156709,5110,Photogrammetric,63.0,10.82,8/17/2017 5:05:15 PM,Constructed,4001290030,,33.71875,23.3696402982379,OWNED
11543,4159800100,4616024,2009.0,1157130,2100,Photogrammetric,9.0,49.10725582,12/7/2018 6:34:15 PM,Constructed,4159800100,,8913.28515625,401.574906508379,OWNED
11633,3011170001,3423653,1931.0,1214622,2100,Photogrammetric,55.0,20.62685799,1/17/2017 12:00:00 AM,Constructed,3011170001,,89.35546875,37.8459138883764,OWNED
11739,1016130023,1078858,1963.0,225138,2100,Photogrammetric,12.0,201.63,8/22/2017 5:34:52 PM,Constructed,1016130023,,1169.17578125,189.07851796552,OWNED
11815,1021640032,1083676,1900.0,508871,5110,Photogrammetric,178.0,21.42,8/17/2017 4:55:04 PM,Constructed,1021640032,,155.99609375,58.8211265147567,OWNED
11817,2056490001,2123853,1912.0,647293,2100,Photogrammetric,18.0,31.86,7/17/2014 12:00:00 AM,Constructed,2056490001,,390.01953125,78.9985628138479,OWNED
12023,2024270012,2002096,1929.0,567930,2100,Photogrammetric,41.0,67.59,8/22/2017 6:35:31 PM,Constructed,2024270012,,375.41015625,88.6788143744354,OWNED
12085,2027630001,2109472,2001.0,990120,2100,Photogrammetric,85.0,41.68,12/15/2023 11:07:48 PM,Constructed,2027630001,Hunt's Point Recreation Center-Building,1761.36328125,167.940773657411,OWNED
12093,2032650001,2100931,1950.0,174269,2100,Photogrammetric,15.0,122.38,8/22/2017 7:36:17 PM,Constructed,2032650001,,1502.17578125,230.651964784636,OWNED
12223,1016490001,1083462,1954.0,583531,2100,Photogrammetric,18.0,135.41967967,8/22/2017 6:35:31 PM,Constructed,1016490001,,1109.12109375,187.605534854997,OWNED
12227,2036330001,2092737,1941.0,479690,2100,Photogrammetric,29.0,26.22,8/22/2017 7:16:11 PM,Constructed,2036330001,,652.63671875,135.277041812516,OWNED
12263,1003160200,1079025,1910.0,313654,2100,Photogrammetric,7.0,62.91,2/14/2009 12:00:00 AM,Constructed,1003160200,,270.28515625,69.3804220292012,OWNED
12357,3043930001,3337061,1963.0,183181,2100,Photogrammetric,12.0,90.54,8/22/2017 3:35:55 PM,Constructed,3043930001,,1220.8984375,212.24707175416,OWNED
12385,3030250001,3070825,1940.0,388446,2100,Photogrammetric,38.0,68.43,8/22/2017 3:52:40 PM,Constructed,3030250001,,8709.54296875,736.642069775508,OWNED
12805,3044010001,3380794,1955.0,980118,5110,Photogrammetric,14.0,14.2,12/11/2023 9:12:09 PM,Constructed,3044010001,Jerome Playground Public Restroom,59.42578125,30.835389160397,OWNED
12957,4078800001,4583708,1936.0,257392,2100,Photogrammetric,110.0,39.07826557,9/12/2013 12:00:00 AM,Constructed,4078800001,,1378.66796875,209.480951689506,OWNED
13182,1014020029,1072190,1886.0,48401,2100,Photogrammetric,78.0,104.18,8/22/2017 7:15:25 PM,Constructed,1014020029,,2169.08984375,231.871686681421,OWNED
13362,1007240001,1083583,1946.0,390645,2100,Photogrammetric,14.0,15.72,8/22/2017 6:35:15 PM,Constructed,1007240001,,1223.3671875,163.189035939983,OWNED
13479,2043360001,2115597,1984.0,1242063,2100,Photogrammetric,69.0,10.79,1/10/2017 12:00:00 AM,Constructed,2043360001,,145.44140625,65.2795243614943,OWNED
13518,1021280055,1063084,1910.0,458219,2100,Photogrammetric,183.0,57.99278016,8/22/2017 5:47:01 PM,Constructed,1021280055,,398.29296875,98.113116078081,OWNED
13610,2037180001,2110407,1953.0,979947,2100,Photogrammetric,19.0,18.27,2/14/2009 12:00:00 AM,Constructed,2037180001,,2141.328125,216.034497616683,OWNED
13611,3013100001,3034563,1976.0,505323,2100,Photogrammetric,76.0,40.1,8/22/2017 3:25:04 PM,Constructed,3013100001,,1572.828125,164.038948526963,OWNED
13622,1016320011,1081341,1924.0,827760,2100,Photogrammetric,14.0,97.71,8/22/2017 6:17:23 PM,Constructed,1016320011,,2042.16796875,197.575124716016,OWNED
13780,4159550003,4463046,1976.0,770795,2100,Photogrammetric,9.0,115.99352856,8/22/2017 5:47:01 PM,Constructed,4159550003,,1384.2421875,230.412493010982,OWNED
14075,5002760007,5007417,1930.0,241186,2100,Photogrammetric,170.0,52.62,8/22/2017 6:01:19 PM,Constructed,5002760007,,3727.36328125,398.129947894529,OWNED
14229,5028880040,5043519,1975.0,332737,2100,Photogrammetric,87.0,37.11,8/22/2017 7:36:17 PM,Constructed,5028880040,,6664.7578125,594.015620141266,OWNED
14340,3064070008,3167818,1929.0,547890,2100,Photogrammetric,26.0,64.91,8/22/2017 3:25:13 PM,Constructed,3064070008,,3883.6171875,424.894496896825,OWNED
14350,3080120001,3406607,1986.0,1041221,2100,Photogrammetric,9.0,7.67,7/16/2014 12:00:00 AM,Constructed,3080120001,,92.59765625,60.4561714420184,OWNED
14360,3016920017,3047914,1955.0,646666,2100,Photogrammetric,52.0,48.0,8/22/2017 3:46:54 PM,Constructed,3016920017,,7207.14453125,658.525261675528,OWNED
14388,4091770023,4191296,2002.0,967481,2100,Photogrammetric,57.0,76.65581118,8/22/2017 6:17:54 PM,Constructed,4091770023,,3785.01953125,367.320237015013,OWNED
14680,4038660070,4558622,1931.0,618788,2100,Photogrammetric,100.0,15.90065212,9/19/2013 12:00:00 AM,Constructed,4038660070,,60.1484375,31.0215897705245,OWNED
14755,3079780001,3331019,1948.0,585449,2100,Photogrammetric,14.0,56.94,8/22/2017 3:25:13 PM,Constructed,3079780001,,1327.609375,291.408602346387,OWNED
14763,4142600001,4542169,1994.0,925040,2100,Photogrammetric,10.0,31.71,2/14/2009 12:00:00 AM,Constructed,4142600001,147,6436.53515625,460.913355845262,OWNED
14800,4117960007,4593458,1935.0,1172760,5110,Photogrammetric,24.0,11.7374,8/17/2017 4:24:54 PM,Constructed,4117960007,,36.76171875,25.3778230962509,OWNED
14996,3032860001,3325688,1982.0,38418,2100,Photogrammetric,38.0,34.26,8/22/2017 3:35:46 PM,Constructed,3032860001,,691.3359375,121.742491784013,OWNED
15118,3008030005,3395801,1931.0,362420,2100,Photogrammetric,8.0,60.73,7/10/2014 12:00:00 AM,Constructed,3008030005,,1307.125,146.379072147915,OWNED
15236,5014100250,5158533,1930.0,1251053,2100,Photogrammetric,10.0,16.90572893,1/6/2017 12:00:00 AM,Constructed,5014100250,,273.9609375,71.223101649281,OWNED
15329,2041250001,2045344,1924.0,929883,2100,Photogrammetric,66.0,92.43,8/22/2017 5:47:01 PM,Constructed,2041250001,,2574.4921875,291.161812868186,OWNED
15370,1001190001,1089747,1973.0,1245301,5110,Photogrammetric,22.0,10.4,8/17/2017 4:19:36 PM,Constructed,1001190001,,26.38671875,20.8509788828094,OWNED
15390,2031230003,2013142,1925.0,624631,2100,Photogrammetric,57.0,82.59,8/22/2017 6:17:37 PM,Constructed,2031230003,,3730.484375,425.953029250461,OWNED
15589,3016360024,3044658,1985.0,680269,2100,Photogrammetric,56.0,65.44,8/22/2017 3:35:46 PM,Constructed,3016360024,,2601.04296875,289.82564962374,OWNED
15766,1003860033,1004617,1973.0,157123,2100,Photogrammetric,17.0,70.98,8/22/2017 6:35:15 PM,Constructed,1003860033,Mariana Bracetti Plaza,2969.0234375,390.987236959217,OWNED
15795,2022720005,2000103,1970.0,363760,2100,Photogrammetric,14.0,58.38,8/22/2017 6:17:37 PM,Constructed,2022720005,,1386.39453125,217.451247445066,OWNED
15846,3075510026,3205780,1907.0,415871,2100,Photogrammetric,24.0,85.69,8/22/2017 3:52:31 PM,Constructed,3075510026,,8425.98046875,651.810357482361,OWNED
16306,3035440001,3326513,1954.0,454943,2100,Photogrammetric,38.0,54.94,8/22/2017 3:25:04 PM,Constructed,3035440001,,1358.19921875,263.581616178507,OWNED
16544,5000710011,5166134,1971.0,1224651,2100,Photogrammetric,59.0,16.07,9/11/2015 12:00:00 AM,Constructed,5000710011,,244.24609375,58.1789258446328,OWNED
16824,5006830001,5159423,1965.0,262078,2100,Photogrammetric,210.0,13.09,12/8/2016 12:00:00 AM,Constructed,5006830001,,126.984375,45.2682291025488,OWNED
16914,4074900002,4539247,1963.0,420076,2100,Photogrammetric,67.0,31.08,8/22/2017 6:35:01 PM,Constructed,4074900002,,1705.671875,199.303530200585,OWNED
17033,3030960014,3071441,1965.0,247995,2100,Photogrammetric,17.0,66.08,8/22/2017 3:58:26 PM,Constructed,3030960014,,1168.0625,156.402652607089,OWNED
17186,2049050001,2094149,1951.0,185951,2100,Photogrammetric,89.0,33.84,8/22/2017 6:00:51 PM,Constructed,2049050001,,1273.85546875,276.382902003082,OWNED
17224,4050370008,4443443,1955.0,447702,2100,Photogrammetric,29.0,106.9,8/22/2017 7:15:02 PM,Constructed,4050370008,,1346.69921875,226.91809037102,OWNED
17390,1021060003,1087108,2004.0,1195875,5110,Photogrammetric,13.0,12.98200678,8/22/2017 6:00:51 PM,Constructed,1021060003,,133.6328125,47.3920013562428,OWNED
17400,5062620012,5107743,1973.0,368936,2100,Photogrammetric,96.0,48.98,8/22/2017 7:15:02 PM,Constructed,5062620012,,1155.24609375,162.935759622088,OWNED
17768,3019050100,3395390,1961.0,1197051,2100,Photogrammetric,48.0,15.23226598,12/11/2023 9:29:03 PM,Constructed,3019050100,Pratt Playground Public Restroom,73.73046875,34.3535804709479,OWNED
17870,4111640028,4578131,1925.0,1165971,5110,Photogrammetric,70.0,9.83,8/17/2017 5:04:30 PM,Constructed,4111640028,,48.09375,27.7510131507122,OWNED
17919,4109660220,4584787,1925.0,1203781,5110,Photogrammetric,59.0,10.61,8/17/2017 4:30:45 PM,Constructed,4109660220,,28.93359375,22.0951415070065,OWNED
17962,2026650001,2091989,1964.0,209211,2100,Photogrammetric,41.0,203.18571771,8/22/2017 5:34:33 PM,Constructed,2026650001,,1019.55078125,162.115175337399,OWNED
18042,1017490010,1054003,1963.0,531504,2100,Photogrammetric,23.0,80.94,8/22/2017 5:46:48 PM,Constructed,1017490010,,993.73046875,143.427449619166,OWNED
18241,1011540101,1082581,1948.0,790354,2100,Photogrammetric,54.0,57.24,8/22/2017 7:36:01 PM,Constructed,1011540101,,1151.05078125,224.265603793085,OWNED
18243,2038340081,2087040,1987.0,338109,2100,Photogrammetric,25.0,39.48,8/22/2017 6:01:19 PM,Constructed,2038340081,,3368.83984375,228.127049164341,OWNED
18288,4142600001,4615525,1994.0,1045495,2100,Photogrammetric,14.0,11.55,2/23/2017 9:12:53 PM,Constructed,4142600001,,158.609375,51.5543470437788,OWNED
18435,2031550001,2118309,2016.0,1115264,2100,Photogrammetric,137.0,21.71034614,12/14/2023 8:06:29 PM,Constructed,2031550001,Poe Park Visitor Center,591.33203125,116.278886538767,OWNED
18593,2025140009,2003255,1920.0,783907,2100,Photogrammetric,111.0,47.64993591,8/22/2017 7:15:48 PM,Constructed,2025140009,,321.2109375,84.7035565389567,OWNED
18861,2035510001,2092656,1953.0,794342,2100,Other (Manual),23.0,67.0,8/22/2017 6:01:19 PM,Constructed,2035510001,,1879.44140625,337.172266943634,OWNED
19122,3073890001,3320777,1949.0,617845,2100,Photogrammetric,12.0,56.3472238,8/22/2017 3:58:26 PM,Constructed,3073890001,,1639.9453125,307.84376799336,OWNED
19169,1020150005,1079768,1991.0,40243,2100,Photogrammetric,20.0,67.53,8/22/2017 5:34:34 PM,Constructed,1020150005,,503.60546875,103.90095516551,OWNED
19397,1000740001,1082003,1980.0,171932,2100,Photogrammetric,5.0,57.44,8/22/2017 5:46:48 PM,Constructed,1000740001,,299.0390625,78.4988521374846,OWNED
19540,4109500161,4234521,1980.0,494347,2100,Photogrammetric,46.0,30.92,8/22/2017 6:34:46 PM,Constructed,4109500161,,62.109375,32.251620561607,OWNED
19577,4074900002,4539248,1963.0,879085,2100,Photogrammetric,69.0,16.94193094,8/22/2017 6:17:04 PM,Constructed,4074900002,,2275.3125,226.529825489496,OWNED
19792,3003920001,3323299,1960.0,298857,2100,Photogrammetric,12.0,128.28,8/22/2017 3:30:13 PM,Constructed,3003920001,,907.5546875,200.104619309132,OWNED
19793,1019830006,1076683,1970.0,92498,2100,Photogrammetric,35.0,11.47,8/22/2017 6:53:10 PM,Constructed,1019830006,,878.7265625,170.380137442072,OWNED
